"Address","Street","Site ID","Latitude","Longitude","Inspection Date","Remote ID","Site Comments","Site Last Changed By","Site Change Date","Site Change Time","Species","Diameter","Aldermanic District","ArchivedSites_Remote_ID","Condition","DRG Updated","Forestry District","Grate","Growthspace Size","Overhead Utilities","Parcel Number","Primary Maintenance","Property Use","Solid Waste District SubArea","Status","TIF","TRAQ-Consequence","TRAQ-Likelihood of Failure","TRAQ-Likelihood of Failure and Impact","TRAQ-Likelihood of Impacting Target","TRAQ-Risk Rating","Terrace Support System","Tree Guard","Utilities Present"
1126,"Artisan Dr",441915,43.1152631886,-89.298453293,"8/27/2009","Tree_038889",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Swamp White Oak (Quercus bicolor)",1.5,17,"62392","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034207060","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1129,"Artisan Dr",441918,43.1153401758,-89.2979869334,"8/27/2009","Tree_038941","","Dana Wilson (DRG)","10/11/2023","12:16:21","Linden 'Redmond' (Tilia americana 'Redmond')",17,17,"62457","Good","Yes","16","N/A","7'-8'","Not Present","081034206062","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1129,"Artisan Dr",441936,43.115460788,-89.2980493734,"8/27/2009","Tree_038939","","Dana Wilson (DRG)","10/11/2023","13:30:49","Linden 'Redmond' (Tilia americana 'Redmond')",15,17,"62456","Good","Yes","16","N/A","7'-8'","Not Present","081034206062","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1201,"Artisan Dr",441949,43.1155813652999,-89.2980804711,"8/27/2009","Tree_038935",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",14,17,"62455","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034206054","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1201,"Artisan Dr",617185,43.1157012911,-89.2980873056,"10/11/2023","dwi20231011133140","","Dana Wilson (DRG)","10/11/2023","13:32:22","Hackberry (Celtis occidentalis)",4,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034206054","Unassigned",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1206,"Artisan Dr",441941,43.1157852864999,-89.298213261,"8/27/2009","Tree_038914",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",18,17,"62439","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205395","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1209,"Artisan Dr",441950,43.1159686963999,-89.2979582398,"8/27/2009","Tree_038934",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",18,17,"62452","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034206046","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1209,"Artisan Dr",617186,43.1158305136,-89.2980457593,"10/11/2023","dwi20231011133244","","Dana Wilson (DRG)","10/11/2023","13:33:16","American Basswood (Tilia americana)",1,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034206046","Unassigned",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1210,"Artisan Dr",441923,43.1160176365,-89.2980952614,"8/27/2009","Tree_038924",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Elm 'New Horizon' (Ulmus 'New Horizon')",1.5,17,"62441","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205402","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1210,"Artisan Dr",617179,43.1158899168,-89.2981834394,"10/11/2023","dwi20231011112434","","Dana Wilson (DRG)","10/11/2023","11:24:51","Vacant (Vacant)",0,17,"","N/A","Yes","16","N/A","7'-8'","Not Present","081034205402","Plant Tree",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1214,"Artisan Dr",441762,43.1161265982999,-89.2980010153,"8/27/2009","Tree_038931",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",18,17,"62442","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205410","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1217,"Artisan Dr",441924,43.1161607493,-89.2977345411,"8/27/2009","Tree_038918",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",18,17,"62451","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034206038","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1217,"Artisan Dr",441928,43.1162409462999,-89.2975815862,"8/27/2009","Tree_038923",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",16,17,"62450","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034206038","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1218,"Artisan Dr",441946,43.1163099725999,-89.2977146491,"8/27/2009","Tree_038929",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",16,17,"62444","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205428","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1218,"Artisan Dr",462640,43.1162384067,-89.2978653284,"12/1/2016","Tree_059475","0","Dana Wilson (DRG)","10/11/2023","11:21:16","Hackberry (Celtis occidentalis)",6,17,"114664","Good","Yes","16","N/A","7'-8'","Not Present","081034205428","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1222,"Artisan Dr",441897,43.1163500267999,-89.2975970365,"8/27/2009","Tree_038900",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",13,17,"62445","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205436","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1225,"Artisan Dr",617187,43.1163025691,-89.2974586919,"10/11/2023","dwi20231011133539","","Dana Wilson (DRG)","10/11/2023","13:36:08","Pear  Callery Spp. (Pyrus calleryana)",4,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034206020","Unassigned",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1226,"Artisan Dr",441914,43.1165132459999,-89.2972519425,"8/27/2009","Tree_038920",,"Nathan Paulus (DRG)","10/3/2023","07:27:42","Green Ash (Fraxinus pennsylvanica)",17,17,"62447","Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034205444","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1226,"Artisan Dr",442192,43.1168037505,-89.2974054393,"8/27/2009","Tree_039211","","Dana Wilson (DRG)","10/10/2023","15:49:56","Norway Maple (Acer platanoides)",16,17,"62887","Good","Yes","16","N/A","6'-7'","Not Present","081034205444","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1226,"Artisan Dr",442216,43.1167145733,-89.2973054959,"8/27/2009","Tree_039193","","Dana Wilson (DRG)","10/10/2023","15:50:48","Norway Maple (Acer platanoides)",17,17,"62886","Fair","Yes","16","N/A","6'-7'","Not Present","081034205444","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1226,"Artisan Dr",462636,43.1164543655,-89.2974147198,"12/1/2016","Tree_059476","0","Dana Wilson (DRG)","10/10/2023","15:51:54","Elm 'New Horizon' (Ulmus 'New Horizon')",11,17,"114665","Good","Yes","16","N/A","7'-8'","Not Present","081034205444","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1229,"Artisan Dr",442171,43.1162765443,-89.2968057614,"8/27/2009","Tree_039191","","Dana Wilson (DRG)","10/10/2023","15:54:49","Freeman Maple (Acer freemanii)",11,17,"62884","Good","Yes","16","N/A","6'-7'","Not Present","081034206012","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1229,"Artisan Dr",442183,43.1163762125,-89.2969164105,"8/27/2009","Tree_039200","","Dana Wilson (DRG)","10/10/2023","15:53:38","Norway Maple (Acer platanoides)",11,17,"62885","Good","Yes","16","N/A","6'-7'","Not Present","081034206012","Unassigned","Single family","5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1229,"Artisan Dr",617188,43.1163658611,-89.2973069575,"10/11/2023","dwi20231011133805","","Dana Wilson (DRG)","10/11/2023","13:38:23","Vacant (Vacant)",0,17,"","N/A","Yes","16","N/A","7'-8'","Not Present","081034206012","Plant Tree",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1229,"Artisan Dr",617189,43.1164093744,-89.2972148331,"10/11/2023","dwi20231011133839","","Dana Wilson (DRG)","10/11/2023","13:39:09","Hackberry (Celtis occidentalis)",5,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034206012","Unassigned",,"5-187","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4905,"Ascot Ln",638828,43.0601714298,-89.4615999,"3/6/2024","GrBu20240306120637","","Greg Butler (DRG)","3/6/2024","12:06:49","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929207037","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4909,"Ascot Ln",439877,43.0601789856,-89.4617792274,"9/8/2009","Tree_036780","","Greg Butler (DRG)","3/6/2024","12:06:22","Elm Spp. (Hybrid) (Ulmus x Species)",19,11,"59212","Fair","Yes","15","N/A","8'+","Not Present","070929207045","Unassigned","4 unit Apartment","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4909,"Ascot Ln",439881,43.060181312,-89.4619383732,"9/8/2009","Tree_036784","","Greg Butler (DRG)","3/6/2024","12:05:29","Honeylocust Var. (Gleditsia triacanthos Variant)",11,11,"59211","Fair","Yes","15","N/A","8'+","Not Present","070929207045","Unassigned","4 unit Apartment","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4910,"Ascot Ln",638840,43.0602847121,-89.4616962393,"3/6/2024","GrBu20240306120930","","Greg Butler (DRG)","3/6/2024","12:09:48","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929206287","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4913,"Ascot Ln",471524,43.0601792218,-89.4621465138,"8/28/2012","Tree_068358","","Greg Butler (DRG)","3/6/2024","12:04:36","Kentucky Coffeetree 'Espresso' (Gymnocladus dioicus 'Espresso')",6,11,"107443","Good","Yes","15","N/A","8'+","Not Present","070929207053","Unassigned","3 unit Apartment","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4914,"Ascot Ln",638843,43.0602825124,-89.461894939,"3/6/2024","GrBu20240306121001","","Greg Butler (DRG)","3/6/2024","12:10:16","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929206279","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4914,"Ascot Ln",638846,43.0602814126,-89.4621237448,"3/6/2024","GrBu20240306121032","","Greg Butler (DRG)","3/6/2024","12:10:50","London Planetree 'Exclamation' (Platanus acerfolia 'Morton Circle')",5,11,"","Good","Yes","15","N/A","8'+","Not Present","070929206279","Unassigned",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4917,"Ascot Ln",638826,43.0601725296,-89.462364593,"3/6/2024","GrBu20240306120349","","Greg Butler (DRG)","3/6/2024","12:04:01","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929207061","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4918,"Ascot Ln",638849,43.0602781131,-89.4623073915,"3/6/2024","GrBu20240306121102","","Greg Butler (DRG)","3/6/2024","12:11:18","Honeylocust Var. (Gleditsia triacanthos Variant)",3,11,"","Good","Yes","15","N/A","8'+","Not Present","070929206261","Unassigned",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Ascot Ln",439872,43.0601691796,-89.4625814369,"9/8/2009","Tree_036781","","Greg Butler (DRG)","3/6/2024","12:03:34","Norway Maple (Acer platanoides)",12,11,"59208","Fair","Yes","15","N/A","8'+","Not Present","070929207079","Unassigned","Condominium","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Ascot Ln",439887,43.0601762641,-89.4627503287,"9/8/2009","Tree_036782","","Greg Butler (DRG)","3/6/2024","12:02:37","Norway Maple (Acer platanoides)",15,11,"59207","Fair","Yes","15","N/A","8'+","Not Present","070929207079","Unassigned","Condominium","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4922,"Ascot Ln",638852,43.0602803128,-89.4624789959,"3/6/2024","GrBu20240306121133","","Greg Butler (DRG)","3/6/2024","12:11:46","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929206253","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4926,"Ascot Ln",471612,43.0608486486,-89.4627915176,"8/31/2012","Tree_068465","","Greg Butler (DRG)","3/5/2024","14:52:50","Kentucky Coffeetree (Gymnocladus dioicus)",4,11,"107511","Good","Yes","15","N/A","7'-8'","Not Present","070929206245","Unassigned","4 unit Apartment","8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4926,"Ascot Ln",638855,43.0602792129,-89.4626355472,"3/6/2024","GrBu20240306121156","","Greg Butler (DRG)","3/6/2024","12:12:09","Vacant (Vacant)",0,11,"","N/A","Yes","15","N/A","8'+","Not Present","070929206245","Plant Tree",,"8-98","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
9,"Ash St",479965,43.0683928944999,-89.4255085522,"9/24/2012","Tree_069277",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Ironwood (Ostrya virginiana)",1,5,"108918","Unassigned","No","7","N/A","3'-4'","Unassigned","070921122069","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
9,"Ash St",479980,43.0686998170999,-89.4253445852,"9/24/2012","Tree_069313",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Elm 'New Horizon' (Ulmus 'New Horizon')",2,5,"108915","Unassigned","No","7","N/A","8'+","Unassigned","070921122069","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
9,"Ash St",479997,43.0686351412999,-89.4255023164,"9/24/2012","Tree_069315",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Ironwood (Ostrya virginiana)",1,5,"108916","Unassigned","No","7","N/A","3'-4'","Unassigned","070921122069","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
30,"Ash St",479707,43.069288434430746,-89.4285652353631,"9/21/2012","Tree_069013",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",2,5,"108611","Unassigned","No","7","N/A","7'-8'","Unassigned","070921123025","Unassigned","Commercial exempt","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
30,"Ash St",479738,43.0694279236999,-89.4285596648,"9/21/2012","Tree_069034",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Elm 'New Horizon' (Ulmus 'New Horizon')",2,5,"108610","Unassigned","No","7","N/A","7'-8'","Unassigned","070921123025","Unassigned","Commercial exempt","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
30,"Ash St",479757,43.0686433611999,-89.4285625155,"9/21/2012","Tree_069045",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",2,5,"108609","Unassigned","No","7","N/A","7'-8'","Unassigned","070921123025","Unassigned","Commercial exempt","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
30,"Ash St",619648,43.0680060670771,-89.4278780698728,"11/15/2023","DeKa20231115141645","","Nathan Paulus (DRG)","3/18/2024","08:35:35","Elm 'New Horizon' (Ulmus 'New Horizon')",8,5,,"Unassigned","N/A","7","N/A","Boxout","Not Present","070921123025","Unassigned","Commercial exempt","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
35,"Ash St",415170,43.0691701801999,-89.4254818863,"8/28/2007","Tree_012114",,"Chris McCleary (DRG)","5/13/2022","12:00:00","American Basswood (Tilia americana)",21,5,"9750","Unassigned","No","7","N/A","3'-4'","Unassigned","070921121061","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
104,"Ash St",403257,43.0696913015999,-89.426085135,"8/28/2007","Tree_000001",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Norway Maple (Acer platanoides)",22,5,"9904","Unassigned","No","7","N/A","5'-6'","Unassigned","070921118092","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
104,"Ash St",403259,43.0699228412999,-89.4260917304,"8/28/2007","Tree_000012",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Green Ash (Fraxinus pennsylvanica)",17,5,"9906","Unassigned","No","7","N/A","5'-6'","Unassigned","070921118092","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
104,"Ash St",472149,43.0696247087999,-89.4261775608,"9/21/2012","Tree_068992",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Ironwood (Ostrya virginiana)",2,5,"108573","Unassigned","No","7","N/A","8'+","Unassigned","070921118092","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
104,"Ash St",619640,43.0696428037865,-89.4263188807734,"11/15/2023","DeKa20231115112912","","Nathan Paulus (DRG)","3/18/2024","08:35:35","Chinkapin Oak (Quercus muehlenbergii)",5,5,,"Unassigned","N/A","7","N/A","8'+","Not Present","070921118092","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
110,"Ash St",403277,43.0700460323999,-89.4260788776,"8/28/2007","Tree_000034",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Honeylocust Var. (Gleditsia triacanthos Variant)",2,5,"9907","Unassigned","No","7","N/A","5'-6'","Unassigned","070921118109","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
111,"Ash St",415217,43.0701064436999,-89.425943813,"8/28/2007","Tree_012150",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Norway Maple (Acer platanoides)",16,5,"9854","Unassigned","No","7","N/A","5'-6'","Unassigned","070921119066","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
115,"Ash St",415251,43.0702436409999,-89.425945448,"8/28/2007","Tree_012179",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Honeylocust Var. (Gleditsia triacanthos Variant)",21,5,"9853","Unassigned","No","7","N/A","5'-6'","Unassigned","070921119058","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
119,"Ash St",415236,43.0704236930999,-89.4259437547,"8/28/2007","Tree_012172",,"Chris McCleary (DRG)","5/13/2022","12:00:00","Honeylocust Var. (Gleditsia triacanthos Variant)",19,5,"9852","Unassigned","No","7","N/A","5'-6'","Unassigned","070921119040","Unassigned","Single family","8-78","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2814,"Ashford Ln",640745,43.0339042012,-89.4247304352,"3/20/2024","NaPa20240320092757","","Nathan Paulus (DRG)","3/20/2024","09:28:11","Vacant (Vacant)",0,10,"","N/A","Yes","11","N/A","7'-8'","Not Present","070933401055","Plant Tree",,"2-20","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2814,"Ashford Ln",640749,43.0339329711,-89.4248211335,"3/20/2024","NaPa20240320092848","","Nathan Paulus (DRG)","3/20/2024","09:28:57","Vacant (Vacant)",0,10,"","N/A","Yes","11","N/A","7'-8'","Not Present","070933401055","Plant Tree",,"2-20","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2822,"Ashford Ln",640753,43.0337753617,-89.4249375012,"3/20/2024","NaPa20240320092953","","Nathan Paulus (DRG)","3/20/2024","09:29:59","Vacant (Vacant)",0,10,"","N/A","Yes","11","N/A","7'-8'","Not Present","070933401063","Plant Tree",,"2-20","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2822,"Ashford Ln",640757,43.0336802955,-89.424788619,"3/20/2024","NaPa20240320093032","","Nathan Paulus (DRG)","3/20/2024","09:31:10","Vacant (Vacant)",0,10,"","N/A","Yes","11","N/A","7'-8'","Not Present","070933401063","Plant Tree",,"2-20","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2822,"Ashford Ln",640761,43.0335927345,-89.4247312908,"3/20/2024","NaPa20240320093113","","Nathan Paulus (DRG)","3/20/2024","09:31:24","Vacant (Vacant)",0,10,"","N/A","Yes","11","N/A","7'-8'","Not Present","070933401063","Plant Tree",,"2-20","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
